Date,Max Temp (C),Min Temp (C),Avg Temp (C),Total Precip (mm),Wind Speed (km/h)
2021-09-12,30,25,27,0,8
2021-09-13,31,26,28,0,2
2021-09-14,32,26,28,0,5
2021-09-15,32,26,28,0,8
2021-09-16,32,26,28,0,5
2021-09-17,30,26,28,0,6
2021-09-18,32,26,29,0,7
2021-09-19,32,26,28,0,9
2021-09-20,30,26,28,0,5
2021-09-21,31,25,28,0,4
2021-09-22,32,26,28,0,6
2021-09-23,32,26,29,0,7
2021-09-24,31,26,28,0,6
2021-09-25,32,26,29,0,7
2021-09-26,33,26,29,0,7
2021-09-27,32,26,28,0,3
2021-09-28,31,26,28,0,5
2021-09-29,31,26,28,0,2
2021-09-30,31,26,28,0,4
2021-10-01,32,26,28,0,1
2021-10-02,30,26,28,0,0
2021-10-03,29,26,27,0,4
2021-10-04,31,26,28,0,8
2021-10-05,28,26,27,0,14
2021-10-06,27,25,26,0,9
2021-10-07,28,24,26,0,8
2021-10-08,29,25,27,0,5
2021-10-09,29,25,27,0,6
2021-10-10,31,25,28,0,3
2021-10-11,30,25,28,0,1
2021-10-12,30,26,27,0,25
2021-10-13,29,25,26,0,10
2021-10-14,27,25,26,0,4
2021-10-15,29,25,26,0,4
2021-10-16,30,25,27,0,6
2021-10-17,31,25,27,0,7
2021-10-18,32,25,28,0,7
2021-10-19,31,25,28,0,8
2021-10-20,30,26,28,0,7
2021-10-21,29,26,27,0,6
2021-10-22,33,26,28,0,6
2021-10-23,31,25,28,0,10
2021-10-24,28,25,26,0,9
2021-10-25,28,25,26,0,9
2021-10-26,31,25,27,0,8
2021-10-27,32,25,28,0,8
2021-10-28,30,26,28,0,8
2021-10-29,30,26,28,0,9
2021-10-30,30,25,28,0,10
2021-10-31,31,26,28,0,8
2021-11-01,33,26,28,0,5
2021-11-02,30,26,28,0,10
2021-11-03,31,25,28,0,14
2021-11-04,31,26,28,0,9
2021-11-05,31,27,28,0,9
2021-11-06,30,25,28,0,6
2021-11-07,33,25,29,0,6
2021-11-08,31,27,28,0,8
2021-11-09,31,27,29,0,10
2021-11-10,32,25,28,0,9
2021-11-11,31,26,28,0,10
2021-11-12,29,26,28,0,8
2021-11-13,31,25,27,0,8
2021-11-14,31,25,28,0,6
2021-11-15,32,26,28,0,8
2021-11-16,30,26,28,0,8
2021-11-17,32,26,29,0,9
2021-11-18,33,25,28,0,9
2021-11-19,32,25,28,0,6
2021-11-20,32,26,28,0,5
2021-11-21,32,26,28,0,5
2021-11-22,31,26,28,0,7
2021-11-23,31,26,28,0,6
2021-11-24,32,26,28,0,11
2021-11-25,29,26,28,0,10
2021-11-26,28,25,26,0,8
2021-11-27,29,25,26,0,3
2021-11-28,31,25,28,0,8
2021-11-29,32,24,27,0,7
2021-11-30,32,25,28,0,6
2021-12-01,31,25,27,0,6
2021-12-02,30,24,26,0,12
2021-12-03,29,23,26,0,12
2021-12-04,29,23,26,0,12
2021-12-05,29,23,25,0,15
2021-12-06,29,22,25,0,7
2021-12-07,29,24,26,0,8
2021-12-08,29,23,26,0,18
2021-12-09,29,23,26,0,12
2021-12-10,29,23,26,0,12
2021-12-11,29,23,26,0,10
2021-12-12,29,26,27,0,14
2021-12-13,28,25,26,0,14
2021-12-14,30,25,27,0,12
2021-12-15,29,23,26,0,8
2021-12-16,30,23,27,0,15
2021-12-17,29,26,28,0,19
2021-12-18,30,26,28,0,15
2021-12-19,29,25,27,0,8
2021-12-20,32,25,27,0,6
2021-12-21,30,25,27,0,6
2021-12-22,30,25,27,0,4
2021-12-23,31,25,27,0,8
2021-12-24,32,24,27,0,9
2021-12-25,30,24,27,0,10
2021-12-26,27,26,26,0,10
2021-12-27,26,25,25,0,19
2021-12-28,26,25,25,0,22
2021-12-29,28,24,26,0,15
2021-12-30,29,25,26,0,14
2021-12-31,29,24,26,0,17
2022-01-01,28,25,26,0,15
2022-01-02,27,24,25,0,12
2022-01-03,28,24,25,0,18
2022-01-04,27,24,26,0,13
2022-01-05,29,23,26,0,10
2022-01-06,30,24,26,0,9
2022-01-07,29,23,26,0,10
2022-01-08,30,23,26,0,7
2022-01-09,29,23,26,0,8
2022-01-10,30,24,26,0,7
2022-01-11,32,24,27,0,6
2022-01-12,29,24,26,0,5
2022-01-13,29,23,25,0,6
2022-01-14,27,23,25,0,9
2022-01-15,29,23,25,0,10
2022-01-16,30,23,26,0,14
2022-01-17,30,23,25,0,14
2022-01-18,29,22,25,0,7
2022-01-19,28,22,25,0,9
2022-01-20,29,25,27,0,10
2022-01-21,28,25,26,0,11
2022-01-22,29,24,26,0,9
2022-01-23,31,24,27,0,9
2022-01-24,33,24,27,0,8
2022-01-25,31,24,27,0,6
2022-01-26,27,25,26,0,15
2022-01-27,31,24,27,0,10
2022-01-28,32,25,28,0,6
2022-01-29,32,25,28,0,6
2022-01-30,31,25,28,0,6
2022-01-31,31,25,27,0,8
2022-02-01,29,25,27,0,10
2022-02-02,29,25,27,0,10
2022-02-03,28,25,26,0,9
2022-02-04,32,24,27,0,6
2022-02-05,29,25,27,0,16
2022-02-06,30,25,27,0,19
2022-02-07,31,25,27,0,13
2022-02-08,31,25,27,0,12
2022-02-09,33,25,28,0,10
2022-02-10,32,24,27,0,8
2022-02-11,31,25,27,0,11
2022-02-12,31,25,28,0,10
2022-02-13,30,25,27,0,13
2022-02-14,32,24,27,0,9
2022-02-15,31,24,27,0,10
2022-02-16,31,24,27,0,9
2022-02-17,30,25,27,0,10
2022-02-18,32,25,28,0,8
2022-02-19,32,25,28,0,9
2022-02-20,31,25,28,0,7
2022-02-21,30,25,27,0,8
2022-02-22,31,26,27,0,12
2022-02-23,32,25,28,0,13
2022-02-24,31,24,27,0,8
2022-02-25,31,25,27,0,12
2022-02-26,32,26,28,0,14
2022-02-27,32,25,28,0,12
2022-02-28,33,25,28,0,8
2022-03-01,31,25,28,0,14
2022-03-02,32,24,28,0,8
2022-03-03,32,25,28,0,8
2022-03-04,33,24,28,0,10
2022-03-05,34,23,28,0,8
2022-03-06,34,24,28,0,6
2022-03-07,32,24,28,0,8
2022-03-08,33,24,28,0,9
2022-03-09,30,24,26,0,10
2022-03-10,30,24,27,0,10
2022-03-11,31,26,28,0,7
2022-03-12,33,25,28,0,8
2022-03-13,33,26,28,0,8
2022-03-14,34,26,29,0,5
2022-03-15,33,25,28,0,8
2022-03-16,32,26,28,0,9
2022-03-17,33,26,29,0,7
2022-03-18,35,26,30,0,5
2022-03-19,34,26,29,0,1
2022-03-20,34,26,29,0,8
2022-03-21,33,26,29,0,10
2022-03-22,36,26,30,0,9
2022-03-23,36,26,30,0,6
2022-03-24,34,26,29,0,6
2022-03-25,35,26,30,0,11
2022-03-26,35,26,30,0,10
2022-03-27,35,26,30,0,7
2022-03-28,35,26,30,0,9
2022-03-29,34,27,30,0,9
2022-03-30,34,26,29,0,11
2022-03-31,34,26,30,0,8
2022-04-01,34,26,29,0,9
2022-04-02,34,27,29,0,12
2022-04-03,33,25,28,0,9
2022-04-04,34,26,29,0,10
2022-04-05,30,27,28,0,11
2022-04-06,32,27,29,0,15
2022-04-07,33,27,29,0,11
2022-04-08,31,26,28,0,8
2022-04-09,33,26,29,0,7
2022-04-10,32,26,29,0,7
2022-04-11,32,26,29,0,7
2022-04-12,31,25,28,0,5
2022-04-13,30,25,27,0,6
2022-04-14,32,26,29,0,6
2022-04-15,34,26,29,0,6
2022-04-16,32,26,29,0,7
2022-04-17,32,26,29,0,8
2022-04-18,33,26,29,0,10
2022-04-19,34,26,29,0,10
2022-04-20,32,26,29,0,9
2022-04-21,34,26,29,0,8
2022-04-22,34,27,30,0,6
2022-04-23,36,27,30,0,9
2022-04-24,36,26,30,0,7
2022-04-25,34,27,30,0,8
2022-04-26,35,27,30,0,10
2022-04-27,35,27,30,0,8
2022-04-28,33,28,30,0,7
2022-04-29,36,27,31,0,9
2022-04-30,35,27,30,0,8
2022-05-01,34,27,30,0,9
2022-05-02,36,27,31,0,6
2022-05-03,35,26,30,0,10
2022-05-04,35,27,30,0,8
2022-05-05,36,26,30,0,8
2022-05-06,36,27,30,0,6
2022-05-07,37,27,31,0,11
2022-05-08,36,27,30,0,8
2022-05-09,35,27,30,0,10
2022-05-10,34,27,30,0,10
2022-05-11,36,27,30,0,8
2022-05-12,36,27,31,0,9
2022-05-13,34,28,30,0,7
2022-05-14,33,28,30,0,2
2022-05-15,33,28,30,0,3
2022-05-16,32,27,29,0,4
2022-05-17,32,27,29,0,5
2022-05-18,31,26,28,0,5
2022-05-19,28,25,26,0,5
2022-05-20,28,26,26,0,9
2022-05-21,30,25,27,0,8
2022-05-22,32,26,28,0,1
2022-05-23,32,27,29,0,6
2022-05-24,31,27,29,0,6
2022-05-25,32,27,29,0,8
2022-05-26,32,27,29,0,6
2022-05-27,34,27,30,0,8
2022-05-28,31,27,28,0,8
2022-05-29,29,27,28,0,5
2022-05-30,32,27,28,0,7
2022-05-31,30,27,28,0,10
2022-06-01,30,26,28,0,5
2022-06-02,33,27,29,0,6
2022-06-03,33,28,30,0,6
2022-06-04,33,27,30,0,2
2022-06-05,32,27,29,0,3
2022-06-06,32,27,29,0,4
2022-06-07,32,27,29,0,4
2022-06-08,32,27,30,0,6
2022-06-09,34,28,30,0,5
2022-06-10,33,27,29,0,7
2022-06-11,34,27,30,0,7
2022-06-12,32,27,29,0,7
2022-06-13,33,27,29,0,5
2022-06-14,33,27,29,0,7
2022-06-15,32,27,29,0,4
2022-06-16,33,26,29,0,5
2022-06-17,34,27,30,0,8
2022-06-18,33,27,29,0,6
2022-06-19,33,27,30,0,4
2022-06-20,33,27,29,0,4
2022-06-21,33,27,29,0,8
2022-06-22,33,27,29,0,4
2022-06-23,32,26,29,0,4
2022-06-24,30,27,28,0,8
2022-06-25,31,27,29,0,6
2022-06-26,32,26,29,0,7
2022-06-27,29,24,27,0,14
2022-06-28,28,24,26,0,9
2022-06-29,28,25,26,0,11
2022-06-30,28,26,27,0,11
2022-07-01,27,25,26,0,13
2022-07-02,32,26,28,0,7
2022-07-03,31,27,28,0,3
2022-07-04,32,27,29,0,3
2022-07-05,31,26,28,0,6
2022-07-06,29,25,27,0,12
2022-07-07,30,26,27,0,9
2022-07-08,29,26,27,0,3
2022-07-09,30,25,27,0,3
2022-07-10,32,26,28,0,6
2022-07-11,32,26,28,0,7
2022-07-12,31,27,28,0,9
2022-07-13,30,26,28,0,8
2022-07-14,30,26,27,0,4
2022-07-15,31,27,29,0,3
2022-07-16,31,27,28,0,4
2022-07-17,32,27,29,0,6
2022-07-18,30,26,28,0,3
2022-07-19,31,26,28,0,3
2022-07-20,32,26,28,0,9
2022-07-21,32,27,29,0,6
2022-07-22,33,27,29,0,6
2022-07-23,33,27,29,0,8
2022-07-24,33,27,29,0,5
2022-07-25,32,27,29,0,7
2022-07-26,32,26,29,0,9
2022-07-27,31,27,29,0,1
2022-07-28,30,25,28,0,4
2022-07-29,31,26,28,0,3
2022-07-30,30,26,28,0,9
2022-07-31,29,26,27,0,13
2022-08-01,30,26,27,0,10
2022-08-02,27,25,26,0,3
2022-08-03,31,25,28,0,5
2022-08-04,29,26,27,0,6
2022-08-05,28,25,26,0,5
2022-08-06,27,24,25,0,8
2022-08-07,27,24,25,0,7
2022-08-08,27,24,25,0,10
2022-08-09,29,25,27,0,6
2022-08-10,31,26,28,0,2
2022-08-11,31,26,28,0,4
2022-08-12,31,26,28,0,4
2022-08-13,31,25,27,0,8
2022-08-14,29,25,27,0,12
2022-08-15,29,26,27,0,11
2022-08-16,28,25,27,0,6
2022-08-17,30,26,27,0,10
2022-08-18,27,25,26,0,13
2022-08-19,28,25,26,0,5
2022-08-20,31,25,28,0,5
2022-08-21,31,25,27,0,2
2022-08-22,29,25,27,0,6
2022-08-23,28,26,26,0,10
2022-08-24,27,26,26,0,18
2022-08-25,33,26,28,0,3
2022-08-26,32,25,28,0,6
2022-08-27,31,26,28,0,5
2022-08-28,32,26,28,0,9
2022-08-29,32,26,29,0,7
2022-08-30,32,27,29,0,9
2022-08-31,31,26,28,0,5
2022-09-01,31,26,28,0,8
2022-09-02,29,26,27,0,15
2022-09-03,29,26,27,0,17
2022-09-04,30,26,28,0,9
2022-09-05,30,26,28,0,8
2022-09-06,32,27,28,0,5
2022-09-07,31,26,28,0,5
2022-09-08,33,26,29,0,5
2022-09-09,32,26,28,0,7
2022-09-10,30,26,28,0,5
2022-09-11,28,26,27,0,11
2022-09-12,31,26,28,0,11
2022-09-13,30,25,28,0,7
2022-09-14,30,25,28,0,5
2022-09-15,30,26,28,0,10
2022-09-16,30,25,27,0,10
2022-09-17,29,26,27,0,9
2022-09-18,30,26,27,0,12
2022-09-19,26,25,26,0,14
2022-09-20,26,24,25,0,5
2022-09-21,29,24,26,0,1
2022-09-22,30,24,26,0,5
2022-09-23,30,25,27,0,5
2022-09-24,31,26,28,0,4
2022-09-25,29,25,27,0,7
2022-09-26,30,25,27,0,23
2022-09-27,31,25,27,0,8
2022-09-28,28,25,26,0,3
2022-09-29,29,25,27,0,6
2022-09-30,30,25,27,0,1
2022-10-01,32,25,28,0,7
2022-10-02,29,25,27,0,8
2022-10-03,30,26,27,0,5
2022-10-04,30,26,27,0,6
2022-10-05,33,26,28,0,6
2022-10-06,33,26,29,0,9
2022-10-07,33,26,29,0,9
2022-10-08,33,26,29,0,9
2022-10-09,32,25,28,0,8
2022-10-10,32,25,28,0,8
2022-10-11,31,25,28,0,2
2022-10-12,30,26,28,0,1
2022-10-13,31,26,28,0,5
2022-10-14,32,25,28,0,6
2022-10-15,30,25,27,0,6
2022-10-16,30,26,28,0,8
2022-10-17,29,27,27,0,17
2022-10-18,30,26,28,0,14
2022-10-19,29,25,27,0,5
2022-10-20,27,24,25,0,6
2022-10-21,29,25,27,0,4
2022-10-22,31,25,28,0,4
2022-10-23,31,25,28,0,6
2022-10-24,31,25,28,0,6
2022-10-25,30,26,27,0,9
2022-10-26,31,25,27,0,11
2022-10-27,32,24,28,0,8
2022-10-28,30,25,27,0,6
2022-10-29,28,25,26,0,14
2022-10-30,27,25,26,0,39
2022-10-31,28,26,27,0,25
2022-11-01,27,26,26,0,17
2022-11-02,30,25,27,0,6
2022-11-03,30,25,27,0,4
2022-11-04,30,25,27,0,9
2022-11-05,31,25,27,0,6
2022-11-06,31,25,27,0,9
2022-11-07,30,25,27,0,7
2022-11-08,30,25,27,0,8
2022-11-09,32,25,28,0,6
2022-11-10,32,25,28,0,8
2022-11-11,30,26,28,0,9
2022-11-12,31,25,28,0,6
2022-11-13,31,26,28,0,6
2022-11-14,32,26,28,0,9
2022-11-15,31,26,28,0,9
2022-11-16,31,26,28,0,8
2022-11-17,30,25,27,0,8
2022-11-18,28,26,26,0,9
2022-11-19,31,25,27,0,8
2022-11-20,28,25,26,0,8
2022-11-21,28,25,26,0,7
2022-11-22,32,25,28,0,6
2022-11-23,32,25,28,0,8
2022-11-24,31,26,28,0,8
2022-11-25,33,25,28,0,9
2022-11-26,32,25,28,0,5
2022-11-27,33,25,28,0,8
2022-11-28,32,24,27,0,9
2022-11-29,31,25,28,0,8
2022-11-30,33,25,28,0,8
2022-12-01,30,27,28,0,10
2022-12-02,31,27,28,0,14
2022-12-03,31,26,28,0,9
2022-12-04,32,26,28,0,10
2022-12-05,30,26,28,0,9
2022-12-06,31,25,28,0,8
2022-12-07,31,25,28,0,7
2022-12-08,33,25,28,0,10
2022-12-09,30,26,28,0,7
2022-12-10,31,25,27,0,8
2022-12-11,30,25,27,0,5
2022-12-12,30,25,27,0,7
2022-12-13,30,25,27,0,10
2022-12-14,31,25,28,0,8
2022-12-15,31,26,28,0,12
2022-12-16,32,25,28,0,8
2022-12-17,32,25,28,0,8
2022-12-18,28,25,26,0,9
2022-12-19,26,24,25,0,18
2022-12-20,28,25,26,0,17
2022-12-21,30,24,27,0,7
2022-12-22,30,24,27,0,9
2022-12-23,27,24,25,0,12
2022-12-24,27,23,24,0,14
2022-12-25,26,23,24,0,15
2022-12-26,26,23,24,0,14
2022-12-27,27,23,25,0,9
2022-12-28,26,24,25,0,11
2022-12-29,29,22,25,0,8
2022-12-30,31,22,25,0,7
2022-12-31,31,23,27,0,8
2023-01-01,31,25,27,0,9
2023-01-02,30,25,27,0,7
2023-01-03,30,26,27,0,9
2023-01-04,27,25,26,0,19
2023-01-05,29,25,27,0,13
2023-01-06,30,25,27,0,10
2023-01-07,28,25,26,0,13
2023-01-08,29,25,26,0,14
2023-01-09,29,24,26,0,12
2023-01-10,28,23,25,0,8
2023-01-11,29,23,26,0,10
2023-01-12,28,24,25,0,12
2023-01-13,27,23,25,0,10
2023-01-14,29,23,26,0,6
2023-01-15,26,23,24,0,4
2023-01-16,28,23,25,0,5
2023-01-17,28,24,26,0,9
2023-01-18,28,25,26,0,11
2023-01-19,27,25,26,0,9
2023-01-20,27,25,26,0,14
2023-01-21,27,25,25,0,15
2023-01-22,29,25,26,0,10
2023-01-23,30,24,27,0,8
2023-01-24,29,24,26,0,10
2023-01-25,26,24,24,0,25
2023-01-26,28,23,25,0,14
2023-01-27,26,24,24,0,7
2023-01-28,25,24,24,0,9
2023-01-29,27,23,25,0,17
2023-01-30,27,22,25,0,12
2023-01-31,27,25,26,0,15
2023-02-01,31,24,27,0,13
2023-02-02,31,25,27,0,9
2023-02-03,32,25,27,0,10
2023-02-04,30,24,27,0,11
2023-02-05,31,23,26,0,9
2023-02-06,30,24,27,0,7
2023-02-07,31,24,27,0,9
2023-02-08,30,25,27,0,8
2023-02-09,31,24,27,0,14
2023-02-10,31,23,27,0,7
2023-02-11,31,24,27,0,7
2023-02-12,32,24,27,0,11
2023-02-13,31,23,27,0,11
2023-02-14,32,22,26,0,9
2023-02-15,31,24,27,0,9
2023-02-16,28,25,26,0,18
2023-02-17,29,24,26,0,19
2023-02-18,28,24,26,0,11
2023-02-19,26,24,25,0,9
2023-02-20,30,24,26,0,9
2023-02-21,30,25,27,0,11
2023-02-22,32,23,27,0,8
2023-02-23,31,25,28,0,7
2023-02-24,32,25,28,0,5
2023-02-25,32,25,28,0,6
2023-02-26,28,25,26,0,18
2023-02-27,27,25,26,0,19
2023-02-28,30,24,26,0,18
2023-03-01,27,24,26,0,8
2023-03-02,29,24,26,0,13
2023-03-03,30,23,26,0,15
2023-03-04,31,23,26,0,6
2023-03-05,31,23,26,0,8
2023-03-06,33,22,26,0,17
2023-03-07,32,22,26,0,10
2023-03-08,31,22,26,0,6
2023-03-09,31,23,26,0,7
2023-03-10,30,23,26,0,6
2023-03-11,33,23,26,0,11
2023-03-12,31,22,26,0,6
2023-03-13,32,23,26,0,6
2023-03-14,33,22,26,0,11
2023-03-15,34,23,27,0,8
2023-03-16,32,24,27,0,8
2023-03-17,35,24,28,0,7
2023-03-18,33,23,27,0,8
2023-03-19,35,23,27,0,10
2023-03-20,35,23,27,0,10
2023-03-21,35,23,28,0,8
2023-03-22,37,23,29,0,9
2023-03-23,37,24,29,0,9
2023-03-24,35,24,29,0,7
2023-03-25,36,26,29,0,7
2023-03-26,36,25,30,0,8
2023-03-27,35,25,29,0,7
2023-03-28,34,25,29,0,8
2023-03-29,35,25,29,0,10
2023-03-30,35,25,29,0,8
2023-03-31,35,25,29,0,8
2023-04-01,35,25,29,0,9
2023-04-02,34,26,29,0,6
2023-04-03,33,25,29,0,10
2023-04-04,31,26,28,0,8
2023-04-05,33,25,28,0,10
2023-04-06,35,24,29,0,9
2023-04-07,35,25,29,0,9
2023-04-08,34,26,29,0,7
2023-04-09,33,26,29,0,10
2023-04-10,34,25,29,0,8
2023-04-11,33,26,28,0,7
2023-04-12,29,26,27,0,7
2023-04-13,29,24,26,0,4
2023-04-14,30,26,28,0,5
2023-04-15,32,26,28,0,5
2023-04-16,32,26,29,0,3
2023-04-17,32,27,29,0,5
2023-04-18,33,26,29,0,8
2023-04-19,34,27,30,0,9
2023-04-20,35,27,30,0,9
2023-04-21,35,27,30,0,4
2023-04-22,34,27,30,0,2
2023-04-23,35,27,30,0,9
2023-04-24,33,27,29,0,6
2023-04-25,34,26,29,0,8
2023-04-26,33,26,29,0,8
2023-04-27,34,26,30,0,10
2023-04-28,34,26,30,0,11
2023-04-29,35,27,30,0,8
2023-04-30,35,27,30,0,6
2023-05-01,35,27,31,0,6
2023-05-02,35,27,30,0,11
2023-05-03,34,27,30,0,10
2023-05-04,34,28,30,0,13
2023-05-05,35,27,30,0,12
2023-05-06,35,27,31,0,8
2023-05-07,36,27,31,0,9
2023-05-08,34,28,30,0,7
2023-05-09,34,28,30,0,3
2023-05-10,32,27,29,0,8
2023-05-11,31,27,28,0,5
2023-05-12,33,27,29,0,9
2023-05-13,33,27,30,0,8
2023-05-14,33,27,30,0,6
2023-05-15,33,27,30,0,5
2023-05-16,33,28,30,0,6
2023-05-17,33,28,30,0,5
2023-05-18,32,27,30,0,4
2023-05-19,32,27,29,0,1
2023-05-20,33,27,29,0,7
2023-05-21,33,27,30,0,4
2023-05-22,32,28,30,0,6
2023-05-23,32,28,30,0,6
2023-05-24,33,27,29,0,11
2023-05-25,33,27,29,0,3
2023-05-26,33,26,29,0,4
2023-05-27,33,26,29,0,6
2023-05-28,33,26,29,0,2
2023-05-29,34,28,30,0,12
2023-05-30,32,28,30,0,16
2023-05-31,32,28,30,0,21
2023-06-01,32,28,29,0,17
2023-06-02,31,27,29,0,16
2023-06-03,31,27,29,0,15
2023-06-04,31,26,28,0,7
2023-06-05,32,26,28,0,10
2023-06-06,32,27,29,0,5
2023-06-07,32,27,29,0,4
2023-06-08,32,27,29,0,5
2023-06-09,32,27,29,0,4
2023-06-10,30,27,28,0,10
2023-06-11,29,26,27,0,15
2023-06-12,31,27,29,0,15
2023-06-13,32,27,29,0,18
2023-06-14,31,27,29,0,13
2023-06-15,32,27,29,0,9
2023-06-16,33,26,29,0,4
2023-06-17,33,26,29,0,8
2023-06-18,34,26,29,0,10
2023-06-19,33,26,29,0,4
2023-06-20,32,27,29,0,2
2023-06-21,33,27,29,0,5
2023-06-22,33,27,29,0,5
2023-06-23,34,26,30,0,4
2023-06-24,33,27,29,0,5
2023-06-25,29,26,27,0,7
2023-06-26,31,26,29,0,8
2023-06-27,31,26,28,0,6
2023-06-28,31,27,28,0,3
2023-06-29,30,25,27,0,13
2023-06-30,31,26,28,0,4
2023-07-01,34,26,29,0,1
2023-07-02,32,26,29,0,4
2023-07-03,34,27,30,0,7
2023-07-04,34,27,30,0,8
2023-07-05,34,27,30,0,6
2023-07-06,34,27,30,0,9
2023-07-07,33,27,30,0,7
2023-07-08,34,27,30,0,7
2023-07-09,34,27,30,0,6
2023-07-10,34,27,30,0,3
2023-07-11,34,27,30,0,6
2023-07-12,31,26,28,0,6
2023-07-13,29,25,27,0,2
2023-07-14,28,26,27,0,11
2023-07-15,29,26,27,0,22
2023-07-16,30,27,27,0,22
2023-07-17,31,26,28,0,19
2023-07-18,31,26,28,0,9
2023-07-19,32,26,28,0,3
2023-07-20,33,26,29,0,3
2023-07-21,32,26,28,0,6
2023-07-22,32,26,29,0,5
2023-07-23,30,26,28,0,8
2023-07-24,30,25,27,0,10
2023-07-25,30,26,28,0,13
2023-07-26,29,27,28,0,27
2023-07-27,29,27,28,0,29
2023-07-28,30,27,28,0,28
2023-07-29,29,26,27,0,15
2023-07-30,28,26,27,0,20
2023-07-31,30,26,28,0,10
2023-08-01,30,27,28,0,17
2023-08-02,30,27,28,0,18
2023-08-03,30,26,28,0,17
2023-08-04,30,27,28,0,21
2023-08-05,30,27,28,0,18
2023-08-06,31,27,29,0,17
2023-08-07,31,27,29,0,18
2023-08-08,31,27,29,0,15
2023-08-09,31,27,29,0,10
2023-08-10,32,27,29,0,8
2023-08-11,31,27,29,0,9
2023-08-12,31,27,29,0,10
2023-08-13,31,27,29,0,11
2023-08-14,31,27,29,0,9
2023-08-15,31,27,29,0,8
2023-08-16,31,27,29,0,6
2023-08-17,31,27,29,0,8
2023-08-18,31,27,29,0,10
2023-08-19,31,27,29,0,6
2023-08-20,31,27,29,0,6
2023-08-21,32,27,29,0,7
2023-08-22,31,25,28,0,6
2023-08-23,31,26,28,0,7
2023-08-24,30,26,28,0,7
2023-08-25,31,26,28,0,4
2023-08-26,30,27,28,0,14
2023-08-27,29,27,28,0,22
2023-08-28,30,26,28,0,17
2023-08-29,30,26,28,0,21
2023-08-30,27,26,27,0,23
2023-08-31,29,26,28,0,24
2023-09-01,29,27,27,0,23
2023-09-02,28,27,27,0,23
2023-09-03,28,27,27,0,28
2023-09-04,28,26,27,0,24
2023-09-05,29,27,28,0,18
2023-09-06,31,26,28,0,5
2023-09-07,30,26,28,0,7
2023-09-08,32,26,28,0,3
2023-09-09,31,26,28,0,3
2023-09-10,31,26,28,0,5
2023-09-11,31,26,28,0,3
2023-09-12,29,26,27,0,8
2023-09-13,31,26,28,0,7
2023-09-14,30,25,27,0,4
2023-09-15,30,26,28,0,5
2023-09-16,31,26,28,0,4
2023-09-17,31,26,28,0,4
2023-09-18,32,26,28,0,9
2023-09-19,31,26,28,0,5
2023-09-20,32,26,29,0,6
2023-09-21,32,27,29,0,5
2023-09-22,31,26,28,0,4
2023-09-23,28,26,27,0,2
2023-09-24,29,25,26,0,1
2023-09-25,30,26,27,0,4
2023-09-26,31,26,28,0,4
2023-09-27,30,25,28,0,2
2023-09-28,31,26,28,0,3
2023-09-29,31,26,28,0,7
2023-09-30,30,26,28,0,3
2023-10-01,30,27,28,0,2
2023-10-02,31,27,28,0,5
2023-10-03,29,27,28,0,12
2023-10-04,29,26,28,0,12
2023-10-05,29,26,27,0,11
2023-10-06,30,25,27,0,2
2023-10-07,31,25,28,0,3
2023-10-08,31,26,28,0,1
2023-10-09,31,25,28,0,6
2023-10-10,32,26,28,0,6
2023-10-11,30,26,27,0,5
2023-10-12,29,26,27,0,6
2023-10-13,31,25,28,0,6
2023-10-14,30,25,28,0,7
2023-10-15,30,25,27,0,8
2023-10-16,30,25,27,0,6
2023-10-17,31,25,27,0,9
2023-10-18,31,26,28,0,9
2023-10-19,30,25,28,0,9
2023-10-20,30,26,27,0,5
2023-10-21,27,25,25,0,9
2023-10-22,29,25,26,0,9
2023-10-23,29,25,26,0,8
2023-10-24,30,25,27,0,6
2023-10-25,31,26,28,0,7
2023-10-26,31,25,28,0,6
2023-10-27,31,25,28,0,7
2023-10-28,30,25,27,0,8
2023-10-29,32,25,28,0,6
2023-10-30,31,25,28,0,8
2023-10-31,31,26,28,0,10
2023-11-01,27,24,25,0,9
2023-11-02,29,24,26,0,12
2023-11-03,31,25,27,0,10
2023-11-04,31,25,28,0,6
2023-11-05,31,25,28,0,9
2023-11-06,32,26,28,0,6
2023-11-07,31,26,28,0,8
2023-11-08,31,26,28,0,9
2023-11-09,32,26,28,0,8
2023-11-10,33,25,28,0,7
2023-11-11,31,25,28,0,8
2023-11-12,32,26,28,0,8
2023-11-13,31,25,28,0,10
2023-11-14,31,27,28,0,16
2023-11-15,29,27,28,0,18
2023-11-16,31,26,28,0,17
2023-11-17,31,26,28,0,7
2023-11-18,29,24,27,0,8
2023-11-19,30,26,27,0,23
2023-11-20,31,24,27,0,6
2023-11-21,30,25,27,0,11
2023-11-22,29,25,27,0,5
2023-11-23,31,25,28,0,6
2023-11-24,31,26,28,0,9
2023-11-25,28,26,27,0,17
2023-11-26,30,25,27,0,10
2023-11-27,32,25,28,0,7
2023-11-28,32,26,28,0,8
2023-11-29,31,27,28,0,12
2023-11-30,31,26,28,0,10
2023-12-01,31,27,28,0,13
2023-12-02,30,26,28,0,13
2023-12-03,30,25,28,0,15
2023-12-04,32,26,28,0,10
2023-12-05,31,25,28,0,8
2023-12-06,31,25,28,0,8
2023-12-07,30,25,28,0,7
2023-12-08,31,25,27,0,11
2023-12-09,31,25,28,0,11
2023-12-10,32,25,28,0,9
