Date,Max Temp (C),Min Temp (C),Avg Temp (C),Total Precip (mm),Wind Speed (km/h)
2023-12-11,32,25,28,0,7
2023-12-12,32,26,28,0,7
2023-12-13,31,27,28,0,13
2023-12-14,31,26,28,0,14
2023-12-15,31,26,28,0,10
2023-12-16,32,25,28,0,9
2023-12-17,28,26,27,0,16
2023-12-18,29,26,27,0,24
2023-12-19,32,27,29,0,16
2023-12-20,30,26,28,0,8
2023-12-21,31,25,28,0,8
2023-12-22,28,26,27,0,12
2023-12-23,27,24,26,0,18
2023-12-24,31,24,27,0,12
2023-12-25,30,26,28,0,12
2023-12-26,30,26,27,0,17
2023-12-27,30,25,27,0,12
2023-12-28,31,25,28,0,8
2023-12-29,31,25,27,0,9
2023-12-30,32,25,28,0,8
2023-12-31,31,25,28,0,7
